datetime,Vol_lo_bid,Vol_lo_ask,Vol_c_bid,Vol_c_ask,Vol_ex_bid,Vol_ex_ask,date,time
2017-03-13 11:05:00,0.06001448234509236,0.07080007125074088,0.07013480969320086,0.07712448140779402,0.06408218811205198,0.06941251038790289,2017-03-13,11:05:00
2017-03-13 11:10:00,0.058509669705329455,0.07407655993670478,0.06998458191018435,0.0848210298963629,0.074785271777452,0.04332038606393199,2017-03-13,11:10:00
2017-03-13 11:15:00,0.06176575832886734,0.06455690449742105,0.06200729956679679,0.06067996627536752,0.13199276844089755,0.06757406204162245,2017-03-13,11:15:00
2017-03-13 11:20:00,0.06693677142210702,0.07233685625167154,0.04289743756298638,0.057162889933935736,0.25385569427725924,0.08916022784598783,2017-03-13,11:20:00
2017-03-13 11:25:00,0.0666579439100417,0.0857780972577867,0.0602989699860037,0.06620539222223895,0.14959293577856053,0.10440680605744107,2017-03-13,11:25:00
2017-03-13 11:30:00,0.07820882057229872,0.06581352061042564,0.08153586491453332,0.05972260789455305,0.16657882789081155,0.0473116867259206,2017-03-13,11:30:00
2017-03-13 11:35:00,0.061225962590606454,0.08332236745410965,0.06708547287056157,0.09011406588274011,0.1373708644343238,0.03504000799012449,2017-03-13,11:35:00
2017-03-13 11:40:00,0.0586463367961565,0.06958555282776324,0.05244615229086338,0.06408510199908228,0.13966023595535906,0.041287605193089195,2017-03-13,11:40:00
2017-03-13 11:45:00,0.06346592341437128,0.0746816668913913,0.05321752775002029,0.05874511255483818,0.2070973342638304,0.06941415590176979,2017-03-13,11:45:00
2017-03-13 11:50:00,0.057371526915915086,0.07335330373712663,0.03371449212370533,0.057266533485124844,0.228925269430592,0.10118131556979561,2017-03-13,11:50:00
2017-03-13 11:55:00,0.07419031692202914,0.07664000327424568,0.08928097613168329,0.0722652957383191,0.14604503139797584,0.05563940781676845,2017-03-13,11:55:00
2017-03-13 12:00:00,0.04370913291608165,0.0951938688251327,0.05242313859779123,0.08798340834699704,0.058217404168148384,0.0895938989688192,2017-03-13,12:00:00
2017-03-13 12:05:00,0.051532209102761725,0.09241515516077228,0.06160936208413645,0.0893492091606524,0.0686897303897906,0.07705042609085809,2017-03-13,12:05:00
2017-03-13 12:10:00,0.06353680239780296,0.08005474065153781,0.08609664539538114,0.09061619837126801,0.08367562999882852,0.054223483397267964,2017-03-13,12:10:00
2017-03-13 12:15:00,0.05881182231820503,0.09029594481026351,0.0638440856288023,0.05402999088273283,0.06334771465650635,0.166445962245529,2017-03-13,12:15:00
2017-03-13 12:20:00,0.05419725216705866,0.06949942705872134,0.06083920515768708,0.06773390676712719,0.10833860594254646,0.04420600391421681,2017-03-13,12:20:00
2017-03-13 12:25:00,0.044301972303461744,0.09269308096533448,0.05204101499398766,0.0996353353608187,0.07035618317370294,0.0915078943044756,2017-03-13,12:25:00
2017-03-13 12:30:00,0.06218427512495238,0.07828701480566934,0.04228726468244623,0.07041496950349237,0.19642621652756825,0.09325514822066051,2017-03-13,12:30:00
2017-03-13 12:35:00,0.056912215357140236,0.07956542001559924,0.04165732156214785,0.04658247866968115,0.12521499558116322,0.10611535440754845,2017-03-13,12:35:00
2017-03-13 12:40:00,0.05424153661055444,0.0809542152674454,0.05082798028557402,0.07445507938108754,0.12847343778267847,0.09042754828450243,2017-03-13,12:40:00
2017-03-13 12:45:00,0.05148080332870139,0.08719058563071577,0.03918306919052377,0.06186702869038696,0.13810328624106183,0.1277445120087519,2017-03-13,12:45:00
2017-03-13 12:50:00,0.0625916791736509,0.07621022432862382,0.04821447410798488,0.05991742250004569,0.1235419474064029,0.12046309375182664,2017-03-13,12:50:00
2017-03-13 12:55:00,0.06519054741103018,0.06608441522478843,0.03444871485005859,0.055185856481111586,0.2687305767782262,0.06658528687424574,2017-03-13,12:55:00
2017-03-13 13:00:00,0.06524960040766244,0.11580528124428169,0.04854524443037677,0.10423543975656328,0.17075827940086272,0.1418236300728984,2017-03-13,13:00:00
2017-03-13 13:05:00,0.061962044702589474,0.07602841268210593,0.061081761112679545,0.07559975659117556,0.09259065045590668,0.07658806993180611,2017-03-13,13:05:00
2017-03-13 13:10:00,0.05710008815948383,0.07758201404513784,0.055650426572495686,0.07100881210282962,0.11392571757061506,0.07259343745062742,2017-03-13,13:10:00
2017-03-13 13:15:00,0.055899298881830206,0.07611072142497594,0.03893200988160085,0.0743485639336499,0.15522748084764912,0.06952598942263007,2017-03-13,13:15:00
2017-03-13 13:20:00,0.05587864437855205,0.08724946302316333,0.06001348156488497,0.08499600208187269,0.1227339482333988,0.06436330137354578,2017-03-13,13:20:00
2017-03-13 13:25:00,0.05623785483386006,0.09788816349216736,0.05826220473521821,0.09578634766256529,0.09447083940324599,0.058550598037262064,2017-03-13,13:25:00
2017-03-13 13:30:00,0.061288039012248094,0.06063576117619328,0.06843211830289365,0.06429899965435305,0.1058965011632622,0.044480150608615966,2017-03-13,13:30:00
2017-03-13 13:35:00,0.07019516428074364,0.058172707831987566,0.08205611046256747,0.05797033578001759,0.11818473370166326,0.04323797106022056,2017-03-13,13:35:00
2017-03-13 13:40:00,0.055014500987009246,0.07260443965467622,0.05614430074365912,0.07034503954032473,0.06457291786541607,0.07158389026110588,2017-03-13,13:40:00
2017-03-13 13:45:00,0.05718215367561415,0.06483529031282702,0.05986037663423096,0.06970610816337908,0.09544814040574265,0.04862289619073869,2017-03-13,13:45:00
2017-03-13 13:50:00,0.06368528707528036,0.07718640149711464,0.06487950493113209,0.07811870895893115,0.09810289608680986,0.06841594139489812,2017-03-13,13:50:00
2017-03-13 13:55:00,0.0653679814827519,0.0669006955335642,0.06069591355892556,0.06314111680334954,0.1427074807487051,0.054333500904019116,2017-03-13,13:55:00
2017-03-13 14:00:00,0.06807105288642074,0.07541612485378724,0.05558893286360289,0.06582733123256293,0.17850309967926278,0.0576963014894605,2017-03-13,14:00:00
2017-03-13 14:05:00,0.048568845590220934,0.09517760471005603,0.05299576799615157,0.11456955104473097,0.047595207963838704,0.07903633258141558,2017-03-13,14:05:00
2017-03-13 14:10:00,0.06459136090369373,0.07400109599412155,0.06800798145187031,0.07641186950953666,0.12659018701131552,0.05506744343378456,2017-03-13,14:10:00
2017-03-13 14:15:00,0.049562807933923834,0.08364547415582177,0.04506530370330421,0.08316370708804671,0.13261892786263732,0.07142018975399195,2017-03-13,14:15:00
2017-03-13 14:20:00,0.055316355149404625,0.08649869875694785,0.05881125079530695,0.10677689528108958,0.07865308640949374,0.06231567544122331,2017-03-13,14:20:00
2017-03-13 14:25:00,0.06852631011238927,0.08311967915887343,0.0536118042959279,0.09861569885997998,0.15502550652016103,0.05249580030716593,2017-03-13,14:25:00
2017-03-13 14:30:00,0.06848306956100499,0.08584058113770353,0.06780125831107442,0.07685459396500209,0.13388563812275017,0.087045010642759,2017-03-13,14:30:00
2017-03-13 14:35:00,0.05393511101889536,0.08423582928765601,0.04916623917884817,0.08492897862396821,0.10581725537330379,0.08185858442729733,2017-03-13,14:35:00
2017-03-13 14:40:00,0.05361227599605992,0.08170444513495535,0.04961187296818097,0.06502153911055399,0.1152384695205014,0.10226987479108887,2017-03-13,14:40:00
2017-03-13 14:45:00,0.05375900846527474,0.07798462855087988,0.049735669782388595,0.07328618152570497,0.12180876229482818,0.07053309502512438,2017-03-13,14:45:00
2017-03-13 14:50:00,0.05703298796038165,0.07727352042470263,0.05064527365122722,0.06722499715418419,0.10515540726693609,0.08615669426744374,2017-03-13,14:50:00
2017-03-13 14:55:00,0.06160193270195466,0.08713710085203766,0.07010141724233836,0.09828684943475044,0.09490700071782297,0.06247870670208555,2017-03-13,14:55:00
2017-03-13 15:00:00,0.05410273652889525,0.0955801265945181,0.05618940599470367,0.0987176179491342,0.09025439661957387,0.09389002910007374,2017-03-13,15:00:00
2017-03-13 15:05:00,0.05812829253026146,0.08194133738213666,0.0467873623749156,0.06321961243923901,0.145045491948836,0.09060239399077913,2017-03-13,15:05:00
2017-03-13 15:10:00,0.051329460203963714,0.08297971122379914,0.05489156967534544,0.0724195430232186,0.0653646272271926,0.10145004348271941,2017-03-13,15:10:00
2017-03-13 15:15:00,0.05048355416141148,0.0888050077826505,0.056951229275946716,0.08621842464233377,0.06601774419805156,0.1001767597566244,2017-03-13,15:15:00
2017-03-13 15:20:00,0.05623830241867326,0.07832467700690465,0.05712871548576851,0.0830147293212187,0.0772193538622509,0.08589258375119677,2017-03-13,15:20:00
2017-03-13 15:25:00,0.052688179592149345,0.08271528217655312,0.05133079398401783,0.08114593758684664,0.08856495894622017,0.09225316017154013,2017-03-13,15:25:00
2017-03-13 15:30:00,0.05908789701944604,0.09149690484390503,0.062337027411192625,0.10015855350864536,0.10705591050890453,0.07032414509013038,2017-03-13,15:30:00
2017-03-13 15:35:00,0.06817430463781479,0.08740740698331467,0.04695923097966788,0.0769580849488861,0.18402464348278014,0.09391279630566632,2017-03-13,15:35:00
2017-03-13 15:40:00,0.05848141823743281,0.08359391393934672,0.042005455097284095,0.06707134745496382,0.10243349181340844,0.10165527004693216,2017-03-13,15:40:00
2017-03-13 15:45:00,0.06399513178101963,0.08967351511726336,0.060840089468735994,0.09056901669752102,0.10666651883289485,0.08848183463274625,2017-03-13,15:45:00
2017-03-13 15:50:00,0.07299344394147685,0.08827866850302434,0.046658558498135126,0.08647728749937522,0.22008976669860633,0.07510295098491068,2017-03-13,15:50:00
2017-03-13 15:55:00,0.06489530028192934,0.08287014712843668,0.06513045203385691,0.10173375987538567,0.13560632087842933,0.048148969650871336,2017-03-13,15:55:00
2017-03-13 16:00:00,,,,,,,2017-03-13,16:00:00
2017-03-13 16:05:00,,,,,,,2017-03-13,16:05:00
2017-03-13 16:10:00,,,,,,,2017-03-13,16:10:00
2017-03-13 16:15:00,,,,,,,2017-03-13,16:15:00
2017-03-13 16:20:00,,,,,,,2017-03-13,16:20:00
2017-03-13 16:25:00,,,,,,,2017-03-13,16:25:00
2017-03-13 16:30:00,,,,,,,2017-03-13,16:30:00
2017-03-13 16:35:00,,,,,,,2017-03-13,16:35:00
2017-03-13 16:40:00,,,,,,,2017-03-13,16:40:00
2017-03-13 16:45:00,,,,,,,2017-03-13,16:45:00
2017-03-13 16:50:00,,,,,,,2017-03-13,16:50:00
2017-03-13 16:55:00,,,,,,,2017-03-13,16:55:00
2017-03-13 17:00:00,,,,,,,2017-03-13,17:00:00
2017-03-13 17:05:00,,,,,,,2017-03-13,17:05:00
2017-03-13 17:10:00,,,,,,,2017-03-13,17:10:00
2017-03-13 17:15:00,,,,,,,2017-03-13,17:15:00
2017-03-13 17:20:00,,,,,,,2017-03-13,17:20:00
2017-03-13 17:25:00,,,,,,,2017-03-13,17:25:00
2017-03-13 17:30:00,,,,,,,2017-03-13,17:30:00
2017-03-13 17:35:00,,,,,,,2017-03-13,17:35:00
2017-03-13 17:40:00,,,,,,,2017-03-13,17:40:00
2017-03-13 17:45:00,,,,,,,2017-03-13,17:45:00
2017-03-13 17:50:00,,,,,,,2017-03-13,17:50:00
2017-03-13 17:55:00,,,,,,,2017-03-13,17:55:00
2017-03-13 18:00:00,,,,,,,2017-03-13,18:00:00
2017-03-13 18:05:00,,,,,,,2017-03-13,18:05:00
2017-03-13 18:10:00,,,,,,,2017-03-13,18:10:00
2017-03-13 18:15:00,,,,,,,2017-03-13,18:15:00
2017-03-13 18:20:00,,,,,,,2017-03-13,18:20:00
2017-03-13 18:25:00,,,,,,,2017-03-13,18:25:00
2017-03-13 18:30:00,,,,,,,2017-03-13,18:30:00
2017-03-13 18:35:00,,,,,,,2017-03-13,18:35:00
2017-03-13 18:40:00,,,,,,,2017-03-13,18:40:00
2017-03-13 18:45:00,,,,,,,2017-03-13,18:45:00
2017-03-13 18:50:00,,,,,,,2017-03-13,18:50:00
2017-03-13 18:55:00,,,,,,,2017-03-13,18:55:00
2017-03-13 19:00:00,,,,,,,2017-03-13,19:00:00
2017-03-13 19:05:00,,,,,,,2017-03-13,19:05:00
2017-03-13 19:10:00,,,,,,,2017-03-13,19:10:00
2017-03-13 19:15:00,,,,,,,2017-03-13,19:15:00
2017-03-13 19:20:00,,,,,,,2017-03-13,19:20:00
2017-03-13 19:25:00,,,,,,,2017-03-13,19:25:00
2017-03-13 19:30:00,,,,,,,2017-03-13,19:30:00
2017-03-13 19:35:00,,,,,,,2017-03-13,19:35:00
2017-03-13 19:40:00,,,,,,,2017-03-13,19:40:00
2017-03-13 19:45:00,,,,,,,2017-03-13,19:45:00
2017-03-13 19:50:00,,,,,,,2017-03-13,19:50:00
2017-03-13 19:55:00,,,,,,,2017-03-13,19:55:00
2017-03-13 20:00:00,,,,,,,2017-03-13,20:00:00
2017-03-13 20:05:00,,,,,,,2017-03-13,20:05:00
2017-03-13 20:10:00,,,,,,,2017-03-13,20:10:00
2017-03-13 20:15:00,,,,,,,2017-03-13,20:15:00
2017-03-13 20:20:00,,,,,,,2017-03-13,20:20:00
2017-03-13 20:25:00,,,,,,,2017-03-13,20:25:00
2017-03-13 20:30:00,,,,,,,2017-03-13,20:30:00
2017-03-13 20:35:00,,,,,,,2017-03-13,20:35:00
2017-03-13 20:40:00,,,,,,,2017-03-13,20:40:00
2017-03-13 20:45:00,,,,,,,2017-03-13,20:45:00
2017-03-13 20:50:00,,,,,,,2017-03-13,20:50:00
2017-03-13 20:55:00,,,,,,,2017-03-13,20:55:00
2017-03-13 21:00:00,,,,,,,2017-03-13,21:00:00
2017-03-13 21:05:00,,,,,,,2017-03-13,21:05:00
2017-03-13 21:10:00,,,,,,,2017-03-13,21:10:00
2017-03-13 21:15:00,,,,,,,2017-03-13,21:15:00
2017-03-13 21:20:00,,,,,,,2017-03-13,21:20:00
2017-03-13 21:25:00,,,,,,,2017-03-13,21:25:00
2017-03-13 21:30:00,,,,,,,2017-03-13,21:30:00
2017-03-13 21:35:00,,,,,,,2017-03-13,21:35:00
2017-03-13 21:40:00,,,,,,,2017-03-13,21:40:00
2017-03-13 21:45:00,,,,,,,2017-03-13,21:45:00
2017-03-13 21:50:00,,,,,,,2017-03-13,21:50:00
2017-03-13 21:55:00,,,,,,,2017-03-13,21:55:00
2017-03-13 22:00:00,,,,,,,2017-03-13,22:00:00
2017-03-13 22:05:00,,,,,,,2017-03-13,22:05:00
2017-03-13 22:10:00,,,,,,,2017-03-13,22:10:00
2017-03-13 22:15:00,,,,,,,2017-03-13,22:15:00
2017-03-13 22:20:00,,,,,,,2017-03-13,22:20:00
2017-03-13 22:25:00,,,,,,,2017-03-13,22:25:00
2017-03-13 22:30:00,,,,,,,2017-03-13,22:30:00
2017-03-13 22:35:00,,,,,,,2017-03-13,22:35:00
2017-03-13 22:40:00,,,,,,,2017-03-13,22:40:00
2017-03-13 22:45:00,,,,,,,2017-03-13,22:45:00
2017-03-13 22:50:00,,,,,,,2017-03-13,22:50:00
2017-03-13 22:55:00,,,,,,,2017-03-13,22:55:00
2017-03-13 23:00:00,,,,,,,2017-03-13,23:00:00
2017-03-13 23:05:00,,,,,,,2017-03-13,23:05:00
2017-03-13 23:10:00,,,,,,,2017-03-13,23:10:00
2017-03-13 23:15:00,,,,,,,2017-03-13,23:15:00
2017-03-13 23:20:00,,,,,,,2017-03-13,23:20:00
2017-03-13 23:25:00,,,,,,,2017-03-13,23:25:00
2017-03-13 23:30:00,,,,,,,2017-03-13,23:30:00
2017-03-13 23:35:00,,,,,,,2017-03-13,23:35:00
2017-03-13 23:40:00,,,,,,,2017-03-13,23:40:00
2017-03-13 23:45:00,,,,,,,2017-03-13,23:45:00
2017-03-13 23:50:00,,,,,,,2017-03-13,23:50:00
2017-03-13 23:55:00,,,,,,,2017-03-13,23:55:00
2017-03-14 00:00:00,,,,,,,2017-03-14,00:00:00
2017-03-14 00:05:00,,,,,,,2017-03-14,00:05:00
2017-03-14 00:10:00,,,,,,,2017-03-14,00:10:00
2017-03-14 00:15:00,,,,,,,2017-03-14,00:15:00
2017-03-14 00:20:00,,,,,,,2017-03-14,00:20:00
2017-03-14 00:25:00,,,,,,,2017-03-14,00:25:00
2017-03-14 00:30:00,,,,,,,2017-03-14,00:30:00
2017-03-14 00:35:00,,,,,,,2017-03-14,00:35:00
2017-03-14 00:40:00,,,,,,,2017-03-14,00:40:00
2017-03-14 00:45:00,,,,,,,2017-03-14,00:45:00
2017-03-14 00:50:00,,,,,,,2017-03-14,00:50:00
2017-03-14 00:55:00,,,,,,,2017-03-14,00:55:00
2017-03-14 01:00:00,,,,,,,2017-03-14,01:00:00
2017-03-14 01:05:00,,,,,,,2017-03-14,01:05:00
2017-03-14 01:10:00,,,,,,,2017-03-14,01:10:00
2017-03-14 01:15:00,,,,,,,2017-03-14,01:15:00
2017-03-14 01:20:00,,,,,,,2017-03-14,01:20:00
2017-03-14 01:25:00,,,,,,,2017-03-14,01:25:00
2017-03-14 01:30:00,,,,,,,2017-03-14,01:30:00
2017-03-14 01:35:00,,,,,,,2017-03-14,01:35:00
2017-03-14 01:40:00,,,,,,,2017-03-14,01:40:00
2017-03-14 01:45:00,,,,,,,2017-03-14,01:45:00
2017-03-14 01:50:00,,,,,,,2017-03-14,01:50:00
2017-03-14 01:55:00,,,,,,,2017-03-14,01:55:00
2017-03-14 02:00:00,,,,,,,2017-03-14,02:00:00
2017-03-14 02:05:00,,,,,,,2017-03-14,02:05:00
2017-03-14 02:10:00,,,,,,,2017-03-14,02:10:00
2017-03-14 02:15:00,,,,,,,2017-03-14,02:15:00
2017-03-14 02:20:00,,,,,,,2017-03-14,02:20:00
2017-03-14 02:25:00,,,,,,,2017-03-14,02:25:00
2017-03-14 02:30:00,,,,,,,2017-03-14,02:30:00
2017-03-14 02:35:00,,,,,,,2017-03-14,02:35:00
2017-03-14 02:40:00,,,,,,,2017-03-14,02:40:00
2017-03-14 02:45:00,,,,,,,2017-03-14,02:45:00
2017-03-14 02:50:00,,,,,,,2017-03-14,02:50:00
2017-03-14 02:55:00,,,,,,,2017-03-14,02:55:00
2017-03-14 03:00:00,,,,,,,2017-03-14,03:00:00
2017-03-14 03:05:00,,,,,,,2017-03-14,03:05:00
2017-03-14 03:10:00,,,,,,,2017-03-14,03:10:00
2017-03-14 03:15:00,,,,,,,2017-03-14,03:15:00
2017-03-14 03:20:00,,,,,,,2017-03-14,03:20:00
2017-03-14 03:25:00,,,,,,,2017-03-14,03:25:00
2017-03-14 03:30:00,,,,,,,2017-03-14,03:30:00
2017-03-14 03:35:00,,,,,,,2017-03-14,03:35:00
2017-03-14 03:40:00,,,,,,,2017-03-14,03:40:00
2017-03-14 03:45:00,,,,,,,2017-03-14,03:45:00
2017-03-14 03:50:00,,,,,,,2017-03-14,03:50:00
2017-03-14 03:55:00,,,,,,,2017-03-14,03:55:00
2017-03-14 04:00:00,,,,,,,2017-03-14,04:00:00
2017-03-14 04:05:00,,,,,,,2017-03-14,04:05:00
2017-03-14 04:10:00,,,,,,,2017-03-14,04:10:00
2017-03-14 04:15:00,,,,,,,2017-03-14,04:15:00
2017-03-14 04:20:00,,,,,,,2017-03-14,04:20:00
2017-03-14 04:25:00,,,,,,,2017-03-14,04:25:00
2017-03-14 04:30:00,,,,,,,2017-03-14,04:30:00
2017-03-14 04:35:00,,,,,,,2017-03-14,04:35:00
2017-03-14 04:40:00,,,,,,,2017-03-14,04:40:00
2017-03-14 04:45:00,,,,,,,2017-03-14,04:45:00
2017-03-14 04:50:00,,,,,,,2017-03-14,04:50:00
2017-03-14 04:55:00,,,,,,,2017-03-14,04:55:00
2017-03-14 05:00:00,,,,,,,2017-03-14,05:00:00
2017-03-14 05:05:00,,,,,,,2017-03-14,05:05:00
2017-03-14 05:10:00,,,,,,,2017-03-14,05:10:00
2017-03-14 05:15:00,,,,,,,2017-03-14,05:15:00
2017-03-14 05:20:00,,,,,,,2017-03-14,05:20:00
2017-03-14 05:25:00,,,,,,,2017-03-14,05:25:00
2017-03-14 05:30:00,,,,,,,2017-03-14,05:30:00
2017-03-14 05:35:00,,,,,,,2017-03-14,05:35:00
2017-03-14 05:40:00,,,,,,,2017-03-14,05:40:00
2017-03-14 05:45:00,,,,,,,2017-03-14,05:45:00
2017-03-14 05:50:00,,,,,,,2017-03-14,05:50:00
2017-03-14 05:55:00,,,,,,,2017-03-14,05:55:00
2017-03-14 06:00:00,,,,,,,2017-03-14,06:00:00
2017-03-14 06:05:00,,,,,,,2017-03-14,06:05:00
2017-03-14 06:10:00,,,,,,,2017-03-14,06:10:00
2017-03-14 06:15:00,,,,,,,2017-03-14,06:15:00
2017-03-14 06:20:00,,,,,,,2017-03-14,06:20:00
2017-03-14 06:25:00,,,,,,,2017-03-14,06:25:00
2017-03-14 06:30:00,,,,,,,2017-03-14,06:30:00
2017-03-14 06:35:00,,,,,,,2017-03-14,06:35:00
2017-03-14 06:40:00,,,,,,,2017-03-14,06:40:00
2017-03-14 06:45:00,,,,,,,2017-03-14,06:45:00
2017-03-14 06:50:00,,,,,,,2017-03-14,06:50:00
2017-03-14 06:55:00,,,,,,,2017-03-14,06:55:00
2017-03-14 07:00:00,,,,,,,2017-03-14,07:00:00
2017-03-14 07:05:00,,,,,,,2017-03-14,07:05:00
2017-03-14 07:10:00,,,,,,,2017-03-14,07:10:00
2017-03-14 07:15:00,,,,,,,2017-03-14,07:15:00
2017-03-14 07:20:00,,,,,,,2017-03-14,07:20:00
2017-03-14 07:25:00,,,,,,,2017-03-14,07:25:00
2017-03-14 07:30:00,,,,,,,2017-03-14,07:30:00
2017-03-14 07:35:00,,,,,,,2017-03-14,07:35:00
2017-03-14 07:40:00,,,,,,,2017-03-14,07:40:00
2017-03-14 07:45:00,,,,,,,2017-03-14,07:45:00
2017-03-14 07:50:00,,,,,,,2017-03-14,07:50:00
2017-03-14 07:55:00,,,,,,,2017-03-14,07:55:00
2017-03-14 08:00:00,,,,,,,2017-03-14,08:00:00
2017-03-14 08:05:00,,,,,,,2017-03-14,08:05:00
2017-03-14 08:10:00,,,,,,,2017-03-14,08:10:00
2017-03-14 08:15:00,,,,,,,2017-03-14,08:15:00
2017-03-14 08:20:00,,,,,,,2017-03-14,08:20:00
2017-03-14 08:25:00,,,,,,,2017-03-14,08:25:00
2017-03-14 08:30:00,,,,,,,2017-03-14,08:30:00
2017-03-14 08:35:00,,,,,,,2017-03-14,08:35:00
2017-03-14 08:40:00,,,,,,,2017-03-14,08:40:00
2017-03-14 08:45:00,,,,,,,2017-03-14,08:45:00
2017-03-14 08:50:00,,,,,,,2017-03-14,08:50:00
2017-03-14 08:55:00,,,,,,,2017-03-14,08:55:00
2017-03-14 09:00:00,,,,,,,2017-03-14,09:00:00
2017-03-14 09:05:00,,,,,,,2017-03-14,09:05:00
2017-03-14 09:10:00,,,,,,,2017-03-14,09:10:00
2017-03-14 09:15:00,,,,,,,2017-03-14,09:15:00
2017-03-14 09:20:00,,,,,,,2017-03-14,09:20:00
2017-03-14 09:25:00,,,,,,,2017-03-14,09:25:00
2017-03-14 09:30:00,,,,,,,2017-03-14,09:30:00
2017-03-14 09:35:00,,,,,,,2017-03-14,09:35:00
2017-03-14 09:40:00,,,,,,,2017-03-14,09:40:00
2017-03-14 09:45:00,,,,,,,2017-03-14,09:45:00
2017-03-14 09:50:00,,,,,,,2017-03-14,09:50:00
2017-03-14 09:55:00,,,,,,,2017-03-14,09:55:00
2017-03-14 10:00:00,,,,,,,2017-03-14,10:00:00
2017-03-14 10:05:00,,,,,,,2017-03-14,10:05:00
2017-03-14 10:10:00,,,,,,,2017-03-14,10:10:00
2017-03-14 10:15:00,,,,,,,2017-03-14,10:15:00
2017-03-14 10:20:00,,,,,,,2017-03-14,10:20:00
2017-03-14 10:25:00,,,,,,,2017-03-14,10:25:00
2017-03-14 10:30:00,,,,,,,2017-03-14,10:30:00
2017-03-14 10:35:00,,,,,,,2017-03-14,10:35:00
2017-03-14 10:40:00,,,,,,,2017-03-14,10:40:00
2017-03-14 10:45:00,,,,,,,2017-03-14,10:45:00
2017-03-14 10:50:00,,,,,,,2017-03-14,10:50:00
2017-03-14 10:55:00,,,,,,,2017-03-14,10:55:00
2017-03-14 11:00:00,,,,,,,2017-03-14,11:00:00
2017-03-14 11:05:00,,,,,,,2017-03-14,11:05:00
2017-03-14 11:10:00,,,,,,,2017-03-14,11:10:00
2017-03-14 11:15:00,,,,,,,2017-03-14,11:15:00
2017-03-14 11:20:00,,,,,,,2017-03-14,11:20:00
2017-03-14 11:25:00,,,,,,,2017-03-14,11:25:00
2017-03-14 11:30:00,,,,,,,2017-03-14,11:30:00
2017-03-14 11:35:00,,,,,,,2017-03-14,11:35:00
2017-03-14 11:40:00,,,,,,,2017-03-14,11:40:00
2017-03-14 11:45:00,,,,,,,2017-03-14,11:45:00
